field_1,Lake_name,Country,Continent,Poly_src,Lake_type,Grand_id,Lake_area,Shore_len,Shore_dev,Vol_total,Vol_res,Vol_src,Depth_avg,Dis_avg,Res_time,Elevation,Slope_100,Wshd_area,Pour_long,Pour_lat,centroid_x,centroid_y,KG
938,,Brazil,South America,SWBD,2,2386,129.23,280.47,6.96,1524.0,1524.0,2,11.8,1337.259,13.2,467,2.32,77324.7,-48.56764,-20.13125,-48.53557995,-20.08290973,3
940,,Brazil,South America,SWBD,2,2389,348.81,666.35,10.06,6150.0,6150.0,2,17.6,1961.313,36.3,441,3.06,118356.9,-49.188073,-20.313631,-49.16746447,-20.31071671,3
942,Tres Irmaos Reservoir,Brazil,South America,SWBD,2,2391,591.71,1037.69,12.03,13450.0,13450.0,2,22.7,930.019,167.4,321,-1.0,71178.4,-51.300123,-20.66689,-50.78534473,-20.86709127,3
943,Furnas,Brazil,South America,SWBD,2,2392,928.08,2431.44,22.51,22950.0,22950.0,2,24.7,858.105,309.5,761,-1.0,51982.1,-46.313563,-20.668972,-46.0076214,-21.00762651,11
944,,Brazil,South America,SWBD,2,2394,289.24,362.13,6.01,3680.0,3680.0,2,12.7,6217.606,6.9,278,2.33,452179.8,-51.618652,-20.772788,-51.51984495,-20.58102027,3
946,Promissao Reservoir,Brazil,South America,SWBD,2,2397,511.18,884.41,11.03,7408.0,7408.0,2,14.5,836.99,102.4,379,-1.0,56078.4,-49.780896,-21.298021,-49.49714356,-21.45871691,3
947,Feia,Brazil,South America,SWBD,1,0,161.56,134.0,2.97,294.61,0.0,3,1.8,10.996,310.1,0,0.39,1726.5,-41.239738,-22.003644,-41.38667554,-22.03263129,3
950,Iepe,Brazil,South America,SWBD,2,2405,407.17,1006.99,14.08,10540.0,10540.0,2,25.9,1055.885,115.5,324,3.16,84725.5,-51.356229,-22.664577,-50.89289079,-22.80145983,3
952,Itarare,Brazil,South America,SWBD,2,2411,341.19,861.55,13.16,8795.0,8795.0,2,25.8,240.498,423.3,471,4.88,27739.7,-49.732019,-23.131401,-49.63375781,-23.33536445,14
953,Barra Bonita,Brazil,South America,SWBD,2,2414,373.64,821.66,11.99,7008.0,7008.0,2,18.8,155.18,522.7,560,4.69,17806.8,-49.229344,-23.212197,-48.75538532,-23.31238647,14
959,Hondo,Argentina,South America,SWBD,2,2312,218.43,134.06,2.56,1740.0,1740.0,2,8.0,118.11,170.5,274,0.74,24227.2,-64.886793,-27.524193,-64.96843393,-27.53978624,11
962,Itapeva,Brazil,South America,SWBD,1,0,116.79,114.39,2.99,665.51,0.0,3,5.7,10.349,744.3,1,1.14,545.1,-50.029438,-29.551584,-49.90517865,-29.48699612,14
963,Dos Ouadros,Brazil,South America,SWBD,1,0,117.78,49.03,1.27,894.35,0.0,3,7.6,16.672,620.9,1,1.47,1050.5,-50.069019,-29.767316,-50.07979749,-29.70339952,14
964,Grande Reservoir,Argentina,South America,SWBD,2,2455,533.46,936.91,11.44,5500.0,5500.0,2,10.3,5924.032,10.7,32,-1.0,242476.3,-57.942885,-31.271498,-57.86197938,-30.92392897,14
965,,Argentina,South America,SWBD,1,0,118.92,176.34,4.56,254.21,0.0,3,2.1,32.204,91.4,5,0.48,7031.9,-60.912118,-32.134026,-60.87188363,-32.09244724,14
966,Negro Reservoir,Uruguay,South America,SWBD,2,2456,718.48,1031.17,10.85,8800.0,8800.0,2,12.2,534.633,190.5,73,-1.0,39529.7,-56.420339,-32.829512,-56.33641687,-32.75454007,14
968,Lagoa Mangueira,Brazil,South America,SWBD,1,0,763.41,352.19,3.6,1984.86,0.0,1,2.6,28.193,814.8,0,-1.0,1841.9,-53.07479,-33.491959,-52.79907164,-33.14645589,14
969,Negra,Uruguay,South America,SWBD,1,0,166.03,53.42,1.17,872.12,0.0,3,5.3,4.007,2519.1,4,0.98,271.0,-53.687865,-33.962307,-53.68349037,-34.0376846,14
971,Llancanelo,Argentina,South America,SWBD,1,0,405.85,249.93,3.5,1488.57,0.0,3,3.7,19.852,867.9,1335,0.58,8374.4,-69.122917,-35.63125,-69.10939325,-35.67897298,5
972,,Argentina,South America,SWBD,1,0,142.45,171.48,4.05,279.32,0.0,3,2.0,2.775,1165.0,80,0.43,23382.9,-62.410417,-35.989583,-62.4531956,-35.99711412,14
973,Monte,Argentina,South America,SWBD,1,0,137.55,97.02,2.33,434.41,0.0,3,3.2,9.079,553.8,103,0.66,1676.9,-62.489583,-36.985417,-62.51309806,-36.98343248,14
974,Epecuen,Argentina,South America,SWBD,1,0,149.74,117.6,2.71,586.4,0.0,3,3.9,3.491,1944.2,96,0.78,2697.7,-62.889583,-37.122917,-62.887103,-37.13236111,14
977,,Argentina,South America,SWBD,2,2339,238.12,196.17,3.59,4000.0,4000.0,2,16.8,108.407,427.1,279,0.9,31347.5,-67.193765,-38.210399,-67.24079766,-38.21376099,5
978,Los Barreales,Argentina,South America,SWBD,2,2340,395.81,173.57,2.46,2780.0,2780.0,2,7.0,1.104,29144.9,414,2.99,1680.6,-68.688972,-38.578675,-68.80949729,-38.55183309,5
979,Mari Menuco,Argentina,South America,SWBD,2,2341,163.9,78.58,1.73,1380.0,1380.0,2,8.4,1.488,10734.0,414,2.26,2048.5,-68.4897,-38.585588,-68.56564496,-38.60165595,5
981,Chocon Reservoir,Argentina,South America,SWBD,2,2343,711.51,337.2,3.57,22000.0,22000.0,2,30.9,789.136,322.7,370,-1.0,55438.8,-68.757972,-39.2701,-68.96934604,-39.45380981,5
982,Villarrica,Chile,South America,SWBD,1,0,171.69,70.95,1.53,8472.23,0.0,3,49.3,138.765,706.6,215,6.86,2944.9,-72.226305,-39.273695,-72.08555297,-39.25568481,15
983,Calafquem,Chile,South America,SWBD,1,0,114.62,81.57,2.15,6748.95,0.0,3,58.9,40.794,1914.8,204,8.79,750.1,-72.104301,-39.548247,-72.22650614,-39.53374986,15
984,Huechulafquen,Argentina,South America,SWBD,1,0,105.09,125.21,3.45,8008.73,0.0,3,76.2,37.948,2442.6,894,11.23,1011.9,-71.215717,-39.794769,-71.33888417,-39.7578106,9
988,Puyehue,Chile,South America,SWBD,1,0,157.24,86.1,1.94,8174.45,0.0,3,52.0,60.274,1569.7,187,7.33,1002.6,-72.600861,-40.661885,-72.51621655,-40.67430708,15
989,Rupanco,Chile,South America,SWBD,1,0,231.32,154.55,2.87,21351.48,0.0,3,92.3,58.166,4248.6,123,11.05,992.4,-72.687614,-40.788065,-72.47046791,-40.83254083,15
990,Nahuel Huapi,Argentina,South America,SWBD,1,0,528.44,441.09,5.41,82513.55,0.0,1,156.1,159.832,5975.1,769,-1.0,3989.3,-71.153461,-41.055153,-71.52098531,-40.92017388,9
991,Todos los Santos,Chile,South America,SWBD,1,0,173.59,137.4,2.94,24923.0,0.0,3,143.6,141.807,2034.2,190,17.36,2192.5,-72.408823,-41.142967,-72.29372695,-41.1374903,15
992,Llanquihue,Chile,South America,SWBD,1,0,861.27,197.08,1.89,158600.0,0.0,1,184.1,42.418,43275.2,53,-1.0,1435.2,-73.00104,-41.258869,-72.80608564,-41.14358236,15
993,Yelcho,Chile,South America,SWBD,1,0,116.18,109.13,2.86,14824.77,0.0,3,127.6,401.188,427.7,42,17.2,10067.5,-72.431841,-43.177538,-72.29575919,-43.30025838,15
994,General Vintter,Argentina,South America,SWBD,1,0,139.04,113.94,2.73,11533.15,0.0,3,83.0,32.19,4146.8,927,11.33,496.5,-71.419419,-43.910356,-71.54843321,-43.92537462,19
996,Colhue Huapi,Argentina,South America,Other,1,0,623.21,224.0,2.53,1620.0,0.0,1,2.6,189.142,99.1,253,-1.0,29104.0,-68.695469,-45.662884,-68.71804685,-45.46141678,5
999,Cochrane,Chile,South America,SWBD,1,0,298.95,238.57,3.89,30421.84,0.0,3,101.8,36.153,9739.3,152,11.34,2569.6,-72.488542,-47.218653,-71.97228938,-47.30444444,7
1001,Cardiel,Argentina,South America,SWBD,1,0,349.05,99.63,1.5,6357.52,0.0,3,18.2,3.11,23660.0,285,2.44,3302.7,-71.214583,-48.935417,-71.22952043,-48.91808051,5
1003,Toro,Chile,South America,SWBD,1,0,189.63,150.73,3.09,11680.06,0.0,3,61.6,70.742,1911.0,24,8.13,6662.1,-72.95625,-51.18984,-72.71268722,-51.21255242,16
1005,Blanc,Chile,South America,SWBD,1,0,144.31,97.62,2.29,6414.32,0.0,3,44.4,6.326,11735.7,120,6.52,1042.6,-68.961458,-53.973798,-69.04126023,-54.06898749,29
1006,Fagnano,Chile,South America,SWBD,1,0,586.39,269.34,3.14,41000.0,0.0,1,69.9,36.009,13178.3,28,-1.0,3481.4,-68.809239,-54.505815,-67.69077403,-54.55626709,29
1026,Chukoch'ye,Russia,Europe,MODIS,1,0,125.4,82.09,2.07,714.01,0.0,3,5.7,0.374,22096.3,7,1.12,145.5,160.177439,69.419629,160.2853714,69.45311347,29
1027,Nerpich'ye,Russia,Europe,MODIS,1,0,256.44,152.81,2.69,2359.17,0.0,3,9.2,3.786,7212.1,11,1.45,1346.4,159.981262,69.360298,160.1552061,69.27083333,29
1036,Kovdozero,Russia,Europe,Other,2,4349,585.33,767.89,8.95,11520.0,11520.0,2,19.7,204.473,652.1,66,-1.0,17412.2,31.742708,68.607334,30.82395885,68.375,27
1042,,Russia,Europe,MODIS,1,0,140.36,134.8,3.21,1293.8,0.0,3,9.2,7.535,1987.3,12,1.67,2003.9,155.064564,68.235332,155.0081669,68.19375,19
1048,Pervoye,Russia,Europe,MODIS,1,0,251.13,79.5,1.42,2505.36,0.0,3,10.0,4.493,6453.9,18,1.56,454.0,71.385417,67.93125,71.61075794,67.94371067,29
1049,Lokan Terkojarvi,Finland,Europe,Other,2,3690,321.87,279.63,4.4,1460.0,1460.0,2,4.5,45.639,370.3,228,1.59,4861.8,27.735396,67.823355,27.52406003,67.961951,27
1057,Stora Lulevatten,Sweden,Europe,Other,3,3696,220.73,310.61,5.9,610.0,610.0,2,2.8,256.551,27.5,355,3.52,10040.5,19.806813,66.958163,19.20811831,67.2210115,27
1060,Paduskoye More,Russia,Europe,Other,3,4351,636.71,798.08,8.92,11520.0,3430.0,1,18.1,89.788,1485.0,28,-1.0,10077.5,32.328125,66.782405,32.22201685,66.68217163,27
1066,Tikshe,Russia,Europe,MODIS,1,0,212.41,226.91,4.39,2259.44,0.0,3,10.6,8.879,2945.3,102,1.71,1089.5,32.015625,66.325985,31.87513127,66.27799615,27
1071,Pya,Russia,Europe,MODIS,1,0,865.63,588.56,5.64,16700.0,0.0,1,19.3,91.45,2113.6,93,-1.0,8811.3,31.396615,65.894918,30.96614459,66.1,27
1072,Uddjaur,Sweden,Europe,Other,1,0,247.51,352.48,6.32,4011.6,0.0,3,16.2,85.45,543.4,402,2.39,5502.3,17.993707,65.877132,17.85164744,65.97246825,27
1080,Topozero,Russia,Europe,MODIS,1,0,973.0,689.98,6.24,15600.0,0.0,1,16.0,141.983,1271.7,98,-1.0,15316.5,32.738542,65.384319,32.18358957,65.62723796,27
1085,Sredneye Kuyto,Russia,Europe,MODIS,1,0,445.86,347.83,4.65,7598.39,0.0,3,17.0,92.753,948.2,92,2.18,8891.6,31.960417,64.862403,31.60142752,65.02083333,27
1089,Oulu,Finland,Europe,Other,3,3723,889.77,715.46,6.77,6228.42,2343.0,1,7.0,227.993,316.2,106,-1.0,20744.5,26.823958,64.539583,27.24230909,64.33625975,27
1098,Torrojen,Sweden,Europe,Other,2,3068,102.34,105.41,2.94,1180.0,1180.0,2,11.5,38.132,358.2,406,5.73,1354.0,13.066937,63.772282,12.99337864,63.8810655,27
1101,Nedzheli,Russia,Europe,MODIS,1,0,118.87,91.97,2.38,1294.06,0.0,3,10.9,4.758,3147.9,91,2.0,1654.3,125.443755,63.552173,125.1375884,63.60320638,19
1103,Seg,Russia,Europe,MODIS,1,0,778.69,369.02,3.73,23400.0,0.0,1,30.1,40.399,6704.0,104,-1.0,4627.7,33.955307,63.380108,33.66568716,63.325,27
1104,Storsjon,Sweden,Europe,Other,3,3071,488.65,527.24,6.73,18725.76,505.0,3,38.3,228.631,948.0,279,4.22,11305.1,14.466914,63.304385,14.40583369,63.080378,27
1105,Lappajarvi,Finland,Europe,ECRINS,1,0,144.44,108.71,2.55,2459.92,0.0,3,17.0,12.065,2359.8,54,2.83,1521.4,23.622441,63.263175,23.72044812,63.1565095,27
1110,Nilakka,Finland,Europe,Other,1,0,285.78,438.06,7.31,5126.14,0.0,3,17.9,22.766,2606.1,85,2.52,2486.0,26.685454,62.977586,26.58902102,63.17265475,27
1111,Hoytiainen,Finland,Europe,Other,3,3727,283.48,310.78,5.21,8198.09,2390.0,3,28.9,7.071,13418.9,66,2.84,611.4,29.48232,62.825155,29.74883704,62.869664,27
1112,Koitere,Finland,Europe,Other,3,4355,182.25,324.48,6.78,3346.93,900.0,3,18.4,22.523,1719.9,128,2.18,2164.8,30.52929,62.807968,30.72366824,62.93382475,27
1113,Pielinen,Finland,Europe,Other,3,4354,937.09,1157.57,10.67,9277.21,2000.0,1,9.9,149.492,718.3,79,-1.0,13902.3,30.1773,62.803703,29.68654939,63.1973805,27
1117,Keitele,Finland,Europe,Other,1,0,640.85,1183.41,13.19,3428.88,0.0,1,5.4,110.001,360.8,86,-1.0,12369.5,26.357036,62.615682,25.98838405,62.8552645,27
1118,Paleozero,Russia,Europe,MODIS,1,0,101.38,92.33,2.59,3690.98,0.0,3,36.4,18.559,2301.8,46,5.95,3013.9,33.850521,62.60029,33.78645813,62.59270833,27
1121,Vodlozero,Russia,Europe,MODIS,1,0,353.71,279.04,4.19,4867.01,0.0,3,13.8,10.477,5376.6,128,1.91,1369.9,36.76875,62.22821,36.89380009,62.31894463,27
1126,,Finland,Europe,ECRINS,1,0,177.09,564.44,11.97,5740.9,0.0,3,32.4,50.596,1313.3,92,4.72,5890.5,24.107945,61.959176,24.12835621,62.09754625,27
1129,Janis Yarvi,Russia,Europe,MODIS,1,0,194.32,136.65,2.77,5232.53,0.0,3,26.9,31.478,1923.9,62,3.93,3252.8,30.953527,61.894617,30.95416621,62.01145833,27
1133,Puulavesi,Finland,Europe,Other,1,0,393.09,1217.56,17.32,11389.57,0.0,3,29.0,19.769,6668.2,76,3.56,2574.6,26.689583,61.673706,26.62099324,61.78625775,27
1136,Lacha,Russia,Europe,MODIS,1,0,300.19,114.01,1.86,1378.47,0.0,3,4.6,113.432,140.7,104,0.76,12715.9,38.928358,61.463482,38.74854466,61.32708333,27
1138,Visohisarvi,Finland,Europe,Other,1,0,168.62,462.84,10.05,5270.6,0.0,3,31.3,41.045,1486.2,57,4.63,5170.4,26.696477,61.43033,26.79141077,61.2861995,27
1140,Vanajanselka,Finland,Europe,Other,1,0,161.56,321.91,7.14,1978.44,0.0,3,12.2,67.014,341.7,68,2.07,7807.2,23.752221,61.328138,23.9100096,61.2039875,27
1141,,Finland,Europe,Other,1,0,115.72,191.94,5.03,1259.31,0.0,3,10.9,35.442,411.2,79,2.01,4206.9,24.036458,61.277911,24.13079433,61.34957725,27
1146,Pyhajarvi,Finland,Europe,ECRINS,1,0,153.02,75.96,1.73,3166.45,0.0,3,20.7,1.584,23136.8,26,3.3,162.3,22.156567,61.047823,22.29707964,61.001543,27
1149,Vozhe,Russia,Europe,MODIS,1,0,388.23,157.37,2.25,2032.62,0.0,3,5.2,63.598,369.9,107,0.8,6653.7,38.931325,60.764501,39.10183859,60.57313029,27
1156,Kubenskoye,Russia,Europe,SWBD,1,0,427.83,302.22,4.12,2852.01,0.0,3,6.7,126.137,261.7,109,0.97,14501.0,39.795991,59.516493,39.42197205,59.65884688,27
1157,,Russia,Europe,MODIS,1,0,429.31,393.99,5.36,3648.86,0.0,3,8.5,141.946,297.5,38,1.2,29512.6,66.242657,59.513625,65.70105223,59.69069417,27
1158,,Russia,Europe,SWBD,1,0,106.88,180.3,4.92,636.26,0.0,3,6.0,396.652,18.6,24,1.21,56072.3,28.189583,59.351505,28.1720117,59.26019636,26
1160,Hjalmaren,Sweden,Europe,ECRINS,1,0,474.39,386.95,5.01,8077.22,0.0,3,17.0,29.068,3216.1,24,2.14,3895.1,16.292324,59.271633,15.83482354,59.231155,26
1163,Ilmen,Russia,Europe,SWBD,3,4359,959.75,411.38,3.75,12000.0,3000.0,1,12.5,586.006,237.0,16,-1.0,67185.8,31.281179,58.455806,31.30041423,58.27319716,26
1164,Vortis-Jarv,Estonia,Europe,SWBD,1,0,259.79,103.9,1.82,1986.67,0.0,3,7.6,31.211,736.7,33,1.23,3530.9,26.135416,58.377082,26.05195179,58.25201782,26
1166,Bolshoy Uvat,Russia,Europe,SWBD,1,0,190.09,67.68,1.38,759.66,0.0,3,4.0,1.274,6901.4,59,0.75,516.4,70.676806,57.567845,70.46095989,57.53501004,27
1169,Votkinsk Reservoir,Russia,Europe,SWBD,2,4624,841.72,634.53,6.17,9400.0,9400.0,2,11.2,1745.424,62.3,84,-1.0,182789.1,54.085518,56.794314,55.00621769,57.16361111,26
1170,Bolmen,Sweden,Europe,ECRINS,1,0,172.52,325.61,6.99,2656.61,0.0,3,15.4,25.097,1225.2,141,2.48,1637.5,13.65625,56.765575,13.66583214,56.9201155,26
1172,Saltaim,Russia,Europe,SWBD,1,0,251.68,129.11,2.3,841.41,0.0,3,3.3,4.942,1970.6,93,0.6,11454.9,71.971875,56.204578,71.93085687,56.1261084,26
1174,,Denmark,Europe,SWBD,1,0,278.06,125.19,2.12,967.16,0.0,3,3.5,74.581,150.1,-2,0.61,3589.4,8.131737,56.003417,8.211928827,55.98021227,15
1177,Argazinskoye,Russia,Europe,SWBD,1,0,104.0,157.4,4.35,2031.39,0.0,3,19.5,12.121,1939.7,269,3.44,2674.1,60.489583,55.377083,60.3939961,55.397602,26
1179,Saitlan,Russia,Europe,SWBD,1,0,226.52,77.2,1.45,771.44,0.0,3,3.4,4.469,1997.9,103,0.63,2602.0,78.564583,54.972917,78.5976824,54.98043958,26
1180,Neagh,United Kingdom,Europe,SWBD,1,0,374.73,148.08,2.16,2914.36,0.0,3,7.8,110.492,305.3,10,1.14,4632.2,-6.46875,54.750646,-6.406252007,54.6202859,15
1182,Malyye Chany,Russia,Europe,SWBD,1,0,204.03,153.9,3.04,441.28,0.0,3,2.2,47.626,107.2,101,0.43,21176.3,77.780208,54.601277,77.95942224,54.56979379,26
1186,Sniardwy,Poland,Europe,SWBD,1,0,120.06,166.86,4.3,1874.85,0.0,3,15.6,15.034,1443.4,112,2.74,2513.7,21.773049,53.685712,21.71924897,53.75471951,26
1187,Muritz,Germany,Europe,SWBD,1,0,107.94,93.8,2.55,916.91,0.0,3,8.5,5.335,1989.2,59,1.65,1008.9,12.649502,53.506408,12.73098823,53.39957804,26
1190,,Russia,Europe,SWBD,1,0,139.76,68.02,1.62,1880.49,0.0,3,13.5,7.099,3065.9,0,2.32,576.7,139.965352,53.389996,140.0800159,53.45602445,26
1191,Orel',Russia,Europe,SWBD,1,0,305.85,113.73,1.83,3474.22,0.0,3,11.4,63.222,636.0,0,1.67,5643.8,139.838677,53.342263,139.7147215,53.45764262,26
1193,Corrib,Ireland,Europe,SWBD,1,0,159.93,286.43,6.39,1376.0,0.0,3,8.6,101.421,157.0,5,1.52,3038.6,-9.076042,53.311489,-9.180505236,53.42137939,15
1195,Kulundinskoye,Russia,Europe,SWBD,1,0,672.26,207.38,2.26,1848.71,0.0,1,2.8,27.944,765.7,94,-1.0,16101.6,79.535417,52.997917,79.56856856,52.9802752,7
1196,Kushmurun,Kazakhstan,Asia,SWBD,1,0,389.49,209.64,3.0,1335.22,0.0,3,3.4,3.715,4159.9,100,0.56,13583.6,64.971062,52.920941,64.83630475,52.72122464,7
1199,Lough Derg,Ireland,Europe,GRanD,3,2623,113.87,184.21,4.87,1756.41,465.0,3,15.4,191.177,106.3,29,2.1,10734.5,-8.477214,52.762213,-8.353040459,52.92260023,15
1201,Bol'sho Yeravnoye,Russia,Europe,SWBD,1,0,102.83,41.55,1.16,880.78,0.0,3,8.6,2.939,3468.6,944,1.68,924.3,111.572322,52.643599,111.4891865,52.62236111,23
1204,Chukchagirskoye,Russia,Europe,SWBD,1,0,372.31,196.52,2.87,5790.86,0.0,3,15.6,7.905,8478.7,68,2.1,1099.3,136.682995,52.112598,136.6362174,51.99801785,22
1210,Evoron,Russia,Europe,SWBD,1,0,180.03,90.97,1.91,559.52,0.0,3,3.1,29.292,221.1,72,0.61,5712.5,136.522543,51.372619,136.5108647,51.4840077,22
1212,,Russia,Europe,SWBD,1,0,119.4,48.42,1.25,216.52,0.0,3,1.8,2.592,966.8,299,0.42,3750.4,60.89375,50.74375,60.88916939,50.7563916,7
1213,Kiev Reservoir,Ukraine,Europe,SWBD,2,4368,636.17,442.86,4.95,3730.0,3730.0,2,5.9,1171.448,36.9,98,-1.0,245547.0,30.523958,50.586833,30.49918657,50.90458605,26
1214,Shalkar,Kazakhstan,Asia,SWBD,1,0,237.89,58.95,1.08,1463.1,0.0,3,6.2,3.056,5541.3,13,1.04,4155.6,51.615766,50.490379,51.67937613,50.56652778,7
1219,Torey Lakes,Russia,Europe,SWBD,1,0,803.78,267.74,2.66,3617.02,0.0,1,4.5,21.129,1981.3,595,-1.0,25184.8,115.535417,50.027083,115.8089656,50.06971951,23
1220,Bolon',Russia,Europe,SWBD,1,0,323.6,148.83,2.33,4030.05,0.0,3,12.5,243.911,191.2,16,1.78,13021.3,136.579397,49.877038,136.362048,49.83990502,22
1221,Karasor,Kazakhstan,Asia,SWBD,1,0,147.21,114.36,2.66,996.12,0.0,3,6.8,1.665,6924.4,620,1.26,7941.3,75.272917,49.83125,75.56626107,49.86823792,7
1223,,Ukraine,Europe,SWBD,2,4369,470.09,523.3,6.81,2480.0,2480.0,2,5.3,1515.791,18.9,87,2.71,342555.4,31.475568,49.770453,31.34656327,50.01788574,26
1224,Achit,Mongolia,Asia,SWBD,1,0,284.43,86.15,1.44,2750.96,0.0,3,9.7,4.83,6592.1,1434,1.47,10337.8,90.646875,49.41505,90.51088247,49.4968965,5
1230,,Mongolia,Asia,SWBD,1,0,125.79,62.84,1.58,968.59,0.0,3,7.7,48.344,231.9,1029,1.46,140252.0,93.35625,48.925328,93.47289221,48.90320184,5
1233,Dnieprodzerzhinsk Reservoir,Ukraine,Europe,SWBD,2,4373,506.72,764.73,9.58,2460.0,2460.0,2,4.9,1773.703,16.1,62,-1.0,440021.7,34.542612,48.55625,34.06522939,48.813424,25
1239,Dorgon,Mongolia,Asia,SWBD,1,0,370.35,179.74,2.63,2443.93,0.0,3,6.6,0.0,-1.0,1128,0.99,6654.4,93.264308,47.971534,93.37295136,47.77790188,5
1240,Buir,Mongolia,Asia,SWBD,1,0,598.48,113.52,1.31,3750.0,0.0,1,6.3,3.68,11794.2,577,-1.0,21579.1,117.809359,47.955557,117.7048812,47.80902147,7
1242,Neusiedl,Hungary,Europe,SWBD,1,0,141.51,156.08,3.7,301.67,0.0,3,2.1,5.237,666.7,110,0.46,1142.6,16.801183,47.671437,16.73529688,47.79650696,26
1245,Ulungur,China,Asia,SWBD,1,0,854.89,204.58,1.97,6839.32,0.0,1,8.0,13.255,5972.0,478,-1.0,39719.2,87.285417,47.277083,87.21268804,47.21652222,5
1250,Jili,China,Asia,SWBD,1,0,165.81,58.87,1.29,3471.64,0.0,3,20.9,0.789,50926.6,479,3.28,1047.9,87.365871,46.997266,87.45447132,46.92563694,5
1251,Balaton,Hungary,Europe,SWBD,1,0,577.21,203.94,2.39,1900.0,0.0,1,3.3,21.474,1024.1,100,-1.0,5746.8,18.044567,46.911659,17.83831935,46.88183838,26
1252,,China,Asia,SWBD,1,0,132.18,81.83,2.01,914.18,0.0,3,6.9,1.048,10096.2,135,1.32,544.9,124.285426,46.735428,124.3694012,46.72213243,21
1255,Manych-Gudilo,Russia,Europe,SWBD,1,0,788.34,1014.69,10.19,394.17,0.0,1,0.5,38.628,118.1,11,-1.0,25205.4,41.853125,46.552367,42.90393596,46.27783461,7
1256,Khadzhideyskiy,Ukraine,Europe,SWBD,1,0,109.87,130.62,3.52,3312.07,0.0,3,30.1,6.455,5938.7,0,4.95,2747.0,30.681172,46.547842,30.51843826,46.70680556,7
1257,,China,Asia,SWBD,1,0,429.94,560.31,7.62,2222.7,0.0,3,5.2,82.532,311.7,136,0.78,27337.1,124.259864,46.524197,124.1667625,46.70610229,21
1259,Molochnoye,Ukraine,Europe,SWBD,1,0,221.09,130.19,2.47,1464.56,0.0,3,6.6,14.128,1199.8,0,1.12,4698.2,35.435162,46.443997,35.33182345,46.54433011,7
1260,Beysugskty,Russia,Europe,SWBD,1,0,273.15,94.01,1.6,880.55,0.0,3,3.2,68.105,149.6,0,0.57,13493.7,38.288569,46.259469,38.37847236,46.1497899,25
1262,Kamyshlybas,Kazakhstan,Asia,SWBD,1,0,148.78,86.61,2.0,1028.84,0.0,3,6.9,0.015,793859.1,55,1.28,369.9,61.639631,46.169322,61.8314383,46.20035102,5
1264,,Ukraine,Europe,SWBD,1,0,208.51,96.83,1.89,1871.1,0.0,3,9.0,0.642,33732.5,0,1.48,1690.3,34.037776,46.116364,33.91130058,46.17513618,7
1265,Dnestrovskyi,Ukraine,Europe,SWBD,1,0,370.47,138.61,2.03,5997.31,0.0,3,16.2,337.051,205.9,0,2.17,73157.7,30.467847,46.077673,30.339675,46.23208296,7
1266,,Ukraine,Europe,SWBD,1,0,468.59,525.75,6.85,3134.84,0.0,3,6.7,7.859,4616.7,0,0.95,8952.3,34.40203,46.014673,34.36369715,46.10416952,7
1268,,Russia,Europe,SWBD,1,0,106.82,131.04,3.58,218.7,0.0,3,2.0,26.124,96.9,-5,0.48,3961.5,38.143899,45.913915,38.22623049,45.82676446,25
1278,Boon Tsagaan,Mongolia,Asia,SWBD,1,0,277.88,82.35,1.39,1878.93,0.0,3,6.8,1.273,17083.2,1311,1.09,31606.9,99.139583,45.589583,99.09604881,45.59475898,5
1284,Yalpug,Ukraine,Europe,SWBD,1,0,225.08,147.88,2.78,3043.44,0.0,3,13.5,10.14,3473.9,-1,2.09,4210.8,28.70618,45.335383,28.62124751,45.46520413,7
1286,Quagan,China,Asia,SWBD,1,0,246.95,112.09,2.01,666.86,0.0,3,2.7,40.548,190.3,126,0.5,36041.1,124.409375,45.287761,124.2967119,45.25393745,21
1288,Orog,Mongolia,Asia,SWBD,1,0,114.13,73.16,1.93,478.67,0.0,3,4.2,4.083,1356.9,1216,0.88,12072.6,100.727083,45.05625,100.6933097,45.04991726,5
1289,Tshchikskoye,Russia,Europe,SWBD,2,4379,269.16,139.66,2.4,3048.0,3048.0,2,11.3,434.204,81.2,24,1.28,44980.7,39.116201,44.985344,39.26134508,44.99672307,25
1292,Razelm,Romania,Europe,SWBD,1,0,510.74,247.97,3.1,255.37,0.0,1,0.5,2.807,1053.0,-1,-1.0,2968.1,28.996597,44.691064,29.04733325,44.82060212,7
1296,Valli di Comacchio,Italy,Europe,SWBD,1,0,103.79,104.64,2.9,173.39,0.0,3,1.7,63.575,31.6,-3,0.4,5601.6,12.234736,44.578647,12.17046406,44.60774643,14
1297,,China,Asia,SWBD,2,5838,193.3,644.71,13.08,9170.0,9170.0,2,47.4,377.814,280.9,243,7.3,42874.9,126.686668,43.717337,126.9433662,43.46125983,21
1298,Berre,France,Europe,SWBD,1,0,159.05,77.96,1.74,3703.98,0.0,3,23.3,15.138,2832.0,0,3.63,1569.2,5.057652,43.405181,5.080582339,43.47666667,7
1300,Dalai,China,Asia,SWBD,1,0,213.64,89.85,1.73,1653.07,0.0,3,7.7,2.402,7965.3,1223,1.3,4666.6,116.660417,43.335417,116.6498353,43.30284166,22
1301,Trasimeno,Italy,Europe,SWBD,1,0,119.38,58.64,1.51,1225.11,0.0,3,10.3,3.775,3756.2,253,1.9,292.2,12.09467,43.086891,12.10277165,43.13752224,14
