field_1,Lake_name,Country,Continent,Poly_src,Lake_type,Grand_id,Lake_area,Shore_len,Shore_dev,Vol_total,Vol_res,Vol_src,Depth_avg,Dis_avg,Res_time,Elevation,Slope_100,Wshd_area,Pour_long,Pour_lat,centroid_x,centroid_y,KG
12,Balkhash,Kazakhstan,Asia,SWBD,1,0,16717.89,3092.2,6.75,111500.0,0.0,1,6.7,470.083,2745.3,338,-1.0,404800.5,74.602083,46.385417,73.93130058,45.932398,5
19,Selawik,United States of America,North America,Other,1,0,1058.07,170.52,1.48,4232.28,0.0,1,4.0,430.702,113.7,0,-1.0,30059.9,-161.21875,66.577083,-160.6877554,66.50987862,27
27,Martre,Canada,North America,CanVec,1,0,1679.89,1086.73,7.48,16798.9,0.0,1,10.0,17.55,11078.7,249,-1.0,13423.7,-117.132493,63.098255,-118.0572706,63.33532023,27
31,Iliamna,United States of America,North America,NHD,1,0,2634.62,1006.79,5.53,115310.0,0.0,1,43.8,354.811,3761.5,13,-1.0,16869.4,-155.884538,59.331889,-155.1164468,59.55920362,27
32,Wollaston,Canada,North America,CanVec,1,0,2269.59,3819.45,22.62,45865.0,0.0,1,20.2,101.461,5232.0,395,-1.0,17770.0,-102.757556,58.811965,-103.1942431,58.28720964,27
34,Claire,Canada,North America,CanVec,1,0,1332.93,642.99,4.97,1700.0,0.0,1,1.3,46.537,422.8,207,-1.0,21416.2,-111.703703,58.628837,-112.0709324,58.57238141,27
36,Cree,Canada,North America,CanVec,1,0,1155.15,2054.47,17.05,17211.73,0.0,1,14.9,23.397,8514.3,482,-1.0,3963.4,-106.302082,57.706249,-106.2420699,57.45771575,27
37,Southern Indian,Canada,North America,Other,3,702,2307.45,5062.59,29.73,23380.0,4463.0,1,10.1,991.698,272.9,256,-1.0,265491.1,-98.132949,57.361625,-98.61924314,57.09425918,27
38,Reindeer,Canada,North America,Other,3,706,5435.48,9267.45,35.46,92403.16,14860.0,1,17.0,355.998,3004.2,335,-1.0,62727.5,-103.149606,56.234185,-102.2951479,57.20619323,27
41,La Ronge,Canada,North America,CanVec,1,0,1296.47,1911.67,14.98,16465.17,0.0,1,12.7,54.965,3467.1,360,-1.0,15256.8,-104.557901,55.316887,-104.8521118,55.11387197,26
42,Lesser Slave,Canada,North America,CanVec,1,0,1186.51,314.63,2.58,13526.56,0.0,1,11.4,43.347,3611.7,572,-1.0,13479.0,-114.773391,55.306762,-115.7251909,55.41564546,27
43,Caniapiscau Reservoir,Canada,North America,Other,2,1995,3543.41,6890.12,32.65,53790.0,53790.0,2,15.2,662.364,939.9,526,-1.0,38955.6,-69.780208,54.850824,-70.08384198,54.39573663,27
44,Gods,Canada,North America,CanVec,1,0,1024.08,1597.08,14.08,13800.0,0.0,1,13.5,157.903,1011.5,178,-1.0,26706.4,-94.083446,54.836064,-94.35078381,54.61990733,27
46,Robert Bourassa Reservoir,Canada,North America,CanVec,2,1394,2758.99,4677.51,25.12,61720.0,61720.0,2,22.4,1825.424,391.3,170,-1.0,94256.6,-77.451463,53.784788,-76.73015835,53.8544429,27
48,Moose,Canada,North America,CanVec,1,0,1311.82,1140.44,8.88,5378.46,0.0,1,4.1,13.223,4707.8,253,-1.0,9286.9,-100.277095,53.698476,-99.70018154,53.95665489,27
49,Michikamau,Canada,North America,Other,2,2000,5814.1,9174.21,33.94,32320.0,32320.0,2,5.6,892.163,419.3,466,-1.0,45495.1,-64.261491,53.648792,-64.12644588,54.15216965,27
51,Cedar,Canada,North America,Other,2,712,2504.26,1897.91,10.7,9643.5,9643.5,2,3.9,594.272,187.8,253,-1.0,331739.0,-99.289952,53.160069,-100.36268,53.34098009,26
52,Winnipegosis,Canada,North America,CanVec,1,0,5035.51,2340.45,9.3,16000.0,0.0,1,3.2,77.392,2392.8,251,-1.0,53350.1,-99.653845,51.885752,-100.0635623,52.37569719,26
53,Manitoba,Canada,North America,CanVec,1,0,4751.05,2110.76,8.64,16942.0,0.0,1,3.6,168.578,1163.2,245,-1.0,79354.2,-98.728778,51.587865,-98.9165252,50.97984674,26
56,Seul,Canada,North America,Other,3,714,1248.75,3577.8,28.56,5680.0,3630.0,1,4.5,261.595,251.3,355,-1.0,26011.8,-93.200208,50.63859,-92.77838361,50.42742133,26
57,Woods,Canada,North America,SWBD,1,0,3472.81,5177.27,24.78,37000.0,0.0,1,10.7,449.584,952.5,320,-1.0,69313.9,-94.518399,49.764368,-94.79280056,49.300226,26
59,Saint-Jean,Canada,North America,CanVec,3,2021,1112.79,699.95,5.92,12240.69,5370.0,1,11.0,1560.694,90.8,96,-1.0,72559.1,-71.635571,48.578105,-72.06255937,48.64480486,26
60,Gouin Reservoir,Canada,North America,CanVec,2,2023,1318.78,4635.05,36.01,8573.0,8573.0,2,6.5,141.426,701.6,400,-1.0,8724.0,-74.099187,48.35383,-74.44502931,48.52707915,26
65,Oahe,United States of America,North America,SWBD,2,870,1092.54,1675.27,14.3,29110.0,29110.0,2,26.6,965.451,349.0,486,-1.0,612788.4,-100.39797,44.456316,-100.4588738,45.52806763,7
67,Great Salt,United States of America,North America,Other,1,0,6478.85,802.83,2.81,22800.0,0.0,1,3.5,214.57,1229.8,1282,-1.0,86895.5,-112.83125,41.410417,-112.6333975,41.20547173,7
69,Okeechobee,United States of America,North America,SWBD,3,1957,1418.77,341.92,2.56,5669.1,5669.1,1,4.0,122.663,534.9,3,-1.0,14061.6,-81.100806,26.941122,-80.80210987,26.94756321,14
70,Chapala,Mexico,North America,Other,1,0,1051.7,221.32,1.93,7897.0,0.0,1,7.5,92.603,987.0,1518,-1.0,43691.9,-102.79375,20.313637,-103.0491877,20.22055556,11
77,Sobradinho Reservoir,Brazil,South America,GRanD,2,2516,2614.96,1301.66,7.18,34100.0,34100.0,2,13.0,2671.621,147.7,385,-1.0,500631.9,-40.824117,-9.42266,-41.2176703,-9.620955675,6
79,Poopo,Bolivia,South America,SWBD,1,0,2247.91,526.3,3.13,3415.0,0.0,1,1.5,685.169,57.7,3694,-1.0,102962.8,-67.015625,-19.1593,-67.08011736,-18.83346951,7
80,Ilha Solteira Reservoir,Brazil,South America,SWBD,2,2390,1077.23,1719.0,14.77,21170.0,21170.0,2,19.7,5319.643,46.1,323,-1.0,372641.6,-51.377077,-20.37291,-51.01783466,-19.87616347,3
82,Itaipu,Brazil,South America,SWBD,2,2432,1156.44,2170.41,18.0,29000.0,29000.0,2,25.1,10027.34,33.5,217,-1.0,824128.6,-54.594792,-25.405427,-54.38856339,-24.77823703,14
84,Salinas Grandes,Argentina,South America,Other,1,0,1033.67,165.16,1.45,310.1,0.0,1,0.3,126.362,28.4,179,-1.0,149003.0,-64.727083,-29.964583,-64.82589849,-29.95728407,6
85,Chiquita,Argentina,South America,SWBD,1,0,6132.89,1519.3,5.47,14483.0,0.0,1,2.4,371.115,451.7,69,-1.0,129875.5,-62.252083,-30.84375,-62.65829322,-30.4993093,14
86,Mirim,Brazil,South America,SWBD,1,0,3899.7,710.56,3.21,23398.2,0.0,1,6.0,936.334,289.2,0,-1.0,47756.3,-52.628161,-32.14898,-52.83885955,-32.88069444,14
87,Buenos Aires,Chile,South America,SWBD,1,0,1763.81,706.54,4.75,705524.0,0.0,1,400.0,149.356,54673.3,202,-1.0,14860.8,-72.801544,-46.839729,-71.29028479,-46.59196398,7
89,Viedma,Argentina,South America,SWBD,1,0,1193.37,291.46,2.38,119337.0,0.0,1,100.0,69.044,20004.9,252,-1.0,7342.3,-72.081201,-49.776648,-72.58405911,-49.59831082,7
92,Inari,Finland,Europe,ECRINS,1,0,1098.17,1603.57,13.65,15703.0,0.0,1,14.3,102.307,1776.5,105,-1.0,13049.7,28.281226,68.881285,27.74307208,69.03958875,27
94,Imandra,Russia,Europe,Other,3,4350,1063.61,1222.74,10.58,10800.0,10800.0,2,10.2,98.574,1268.1,117,-1.0,10428.9,32.555208,67.411458,33.15104091,67.72297499,27
95,Vygozero,Russia,Europe,MODIS,1,0,1167.6,848.24,7.0,9260.0,0.0,1,7.9,130.81,819.3,73,-1.0,13426.2,34.380735,63.868409,34.71869098,63.55629001,27
97,Iso-Kallan,Finland,Europe,Other,1,0,1133.97,2912.39,24.4,8900.0,0.0,1,7.8,185.827,554.3,69,-1.0,18720.8,27.912,62.305267,27.80061906,62.76487175,27
101,Beloye,Russia,Europe,MODIS,1,0,1182.4,228.0,1.87,5200.0,0.0,1,4.4,86.766,693.6,98,-1.0,13589.2,38.101519,60.043396,37.62362249,60.18017849,27
103,Peipsi,Russia,Europe,SWBD,1,0,3489.0,732.11,3.5,25070.0,0.0,1,7.2,337.098,860.8,28,-1.0,47673.7,27.73114,58.985292,27.48355062,58.42791667,26
104,Vattern,Sweden,Europe,ECRINS,1,0,1888.04,644.78,4.19,74000.0,0.0,1,39.2,33.7,25414.9,88,-1.0,6369.1,15.039006,58.532267,14.489715,58.33265875,26
105,Vanern,Sweden,Europe,Other,3,3187,5486.23,2276.5,8.67,153000.0,9500.0,1,27.9,523.118,3385.2,44,-1.0,48421.0,12.368581,58.368979,13.55127653,58.88345075,26
106,Kama Reservoir,Russia,Europe,GRanD,2,4623,1584.87,1457.15,10.33,12200.0,12200.0,2,7.7,1633.77,86.4,104,-1.0,166876.3,56.339502,58.115984,55.80870978,58.61104031,27
107,Rybinsk Reservoir,Russia,Europe,SWBD,2,4360,4042.34,1924.4,8.54,25400.0,25400.0,2,6.3,993.57,295.9,97,-1.0,150073.6,38.702039,58.102088,38.36683736,58.37944173,26
109,Gorkovsky Reservoir,Russia,Europe,SWBD,2,4363,1325.39,1779.29,13.79,8700.0,8700.0,2,6.6,1460.197,69.0,80,-1.0,230390.3,43.385169,56.665099,43.17580679,57.32513889,26
113,Novosibirskoye,Russia,Europe,SWBD,2,4785,1024.14,758.63,6.69,8800.0,8800.0,2,8.6,1627.633,62.6,106,-1.0,228515.2,83.001042,54.842791,82.02669512,54.35739278,26
114,Chany,Russia,Europe,Other,1,0,1966.57,1243.38,7.91,4130.0,0.0,1,2.1,47.674,1002.7,101,-1.0,25548.3,76.885417,54.797917,76.98204532,54.83287311,26
116,Kuybyshev Reservoir,Russia,Europe,SWBD,2,4628,5060.1,2945.28,11.68,58000.0,58000.0,2,11.5,7739.459,86.7,45,-1.0,1205909.0,49.496391,53.458111,48.65978365,54.59763618,26
117,Ijsselmeer,Netherlands,Europe,GRanD,3,6819,1962.7,466.81,2.97,8832.15,5120.0,1,4.5,144.89,705.5,0,-1.0,10569.5,5.647917,52.614583,5.419687776,52.65958023,15
118,Saratov Reservoir,Russia,Europe,SWBD,2,4629,1073.41,812.9,7.0,12900.0,12900.0,2,12.0,8035.998,18.6,23,-1.0,1289567.0,47.757833,52.053704,48.22222931,52.59279012,25
120,Tengiz,Kazakhstan,Asia,SWBD,1,0,1422.85,661.01,4.94,483.0,0.0,1,0.3,98.471,56.8,302,-1.0,86210.8,68.89375,50.410417,68.89417442,50.44597222,7
123,Hulun,China,Asia,SWBD,1,0,2121.43,424.9,2.6,13100.0,0.0,1,6.2,28.131,5389.8,540,-1.0,133702.3,117.712696,49.366475,117.412319,48.95923845,7
125,Kremenchuk Reservoir,Ukraine,Europe,SWBD,2,4371,1849.09,663.27,4.35,13520.0,13520.0,2,7.3,1618.834,96.7,77,-1.0,388063.7,33.247337,49.081155,32.7139683,49.28379957,26
126,Volgograd Reservoir,Russia,Europe,SWBD,2,4372,2613.38,2559.64,14.12,31500.0,31500.0,2,12.1,8230.0,44.3,8,-1.0,1359295.0,44.68125,48.827083,45.84443662,50.33830756,7
128,Tsimlyanskoye Reservoir,Russia,Europe,SWBD,2,4375,2253.94,792.54,4.71,24000.0,24000.0,2,10.6,668.805,415.3,30,-1.0,253930.8,42.110453,47.61046,42.94042447,48.07312968,7
129,Kakhovka Reservoir,Ukraine,Europe,SWBD,2,4376,2092.3,978.3,6.03,18180.0,18180.0,2,8.7,1499.857,140.3,13,-1.0,487441.1,33.372917,46.78125,33.99692431,47.31590291,7
130,Small Aral Sea,Kazakhstan,Asia,SWBD,1,0,2964.43,489.88,2.54,79447.53,0.0,1,26.8,362.486,2536.7,39,-1.0,325885.8,60.952083,46.335417,60.55890664,46.44122518,5
132,Syvash,Ukraine,Europe,SWBD,1,0,1333.38,759.62,5.87,466.68,0.0,1,0.3,53.147,101.6,0,-1.0,19206.3,34.80493,46.147371,34.92141918,45.7270105,7
134,Khanka,Russia,Europe,SWBD,1,0,4118.84,372.31,1.64,18100.0,0.0,1,4.4,90.349,2318.7,64,-1.0,17049.4,132.842228,45.053456,132.4399596,44.93654865,21
137,Sarygamysh,Turkmenistan,Asia,SWBD,1,0,3772.03,496.85,2.28,46000.0,0.0,1,12.2,0.0,-1.0,2,-1.0,72245.2,57.452083,41.889583,57.27585508,41.96153958,5
138,Aydar,Uzbekistan,Asia,SWBD,1,0,2742.41,2903.2,15.64,44300.0,0.0,1,16.2,0.0,-1.0,241,-1.0,20310.3,67.796971,40.868651,67.32018359,40.77824626,7
142,Urmia,Iran,Asia,Other,1,0,4932.76,865.66,3.48,1800.0,0.0,1,0.4,232.047,89.8,1267,-1.0,52200.3,45.372917,37.70625,45.52839309,37.65895291,7
143,Qinghai,China,Asia,SWBD,1,0,4266.55,434.23,1.88,71600.0,0.0,1,16.8,28.133,29456.6,3194,-1.0,29604.7,100.197917,36.922917,100.0500843,36.89084635,7
144,Buhayrat ath Tharthar,Iraq,Asia,SWBD,3,4472,1698.86,474.67,3.25,43500.0,43500.0,2,25.6,43.226,11647.4,44,-1.0,27149.5,43.460376,33.689627,43.20085087,34.04932376,4
145,Hungtze,China,Asia,SWBD,2,5295,1374.36,658.05,5.01,13500.0,13500.0,2,9.8,1293.236,120.8,10,-1.0,165046.9,118.726991,33.08953,118.7647486,33.35088304,11
146,Razazah,Iraq,Asia,SWBD,2,4474,1330.22,478.41,3.7,26000.0,26000.0,2,19.5,0.0,-1.0,29,-1.0,67858.2,43.892708,32.697244,43.5704687,32.81819173,4
147,Siling,China,Asia,SWBD,1,0,1749.53,402.54,2.71,49000.0,0.0,1,28.0,0.0,-1.0,4539,-1.0,29077.1,89.047917,31.777083,88.94736615,31.78584283,7
148,Tai,China,Asia,SWBD,1,0,2329.14,547.2,3.2,5140.0,0.0,1,2.2,303.606,195.9,0,-1.0,20229.5,120.543741,31.110144,120.1412404,31.23819444,14
149,Nam,China,Asia,SWBD,1,0,1963.82,367.56,2.34,87120.0,0.0,1,44.4,19.5,51709.4,4724,-1.0,10741.3,90.65625,30.714583,90.58928278,30.71638468,29
151,Poyang,China,Asia,Other,1,0,2398.32,1256.92,7.24,16350.0,0.0,1,6.8,5985.194,31.6,10,-1.0,162421.5,116.221063,29.751804,116.0087266,29.25829898,14
165,Eyasi,United Republic of Tanzania,Africa,SWBD,1,0,1200.3,264.35,2.15,600.15,0.0,1,0.5,185.803,37.4,1027,-1.0,60814.2,35.114583,-3.59375,35.12571444,-3.592202284,6
166,Rukwa,United Republic of Tanzania,Africa,SWBD,1,0,5894.78,590.11,2.17,20631.73,0.0,1,3.5,520.273,459.0,801,-1.0,79610.1,32.202083,-7.914583,32.15273171,-7.954772135,3
167,Mweru,Democratic Republic of the Congo,Africa,SWBD,1,0,5042.56,572.11,2.27,38200.0,0.0,1,7.6,1491.026,296.5,921,-1.0,216298.5,28.878979,-8.491502,28.69060812,-9.029444444,3
169,Bangweulu,Zambia,Africa,SWBD,1,0,1763.53,513.01,3.45,1764.0,0.0,1,1.0,172.176,118.6,1163,-1.0,16608.3,29.8145,-11.430955,29.78440243,-11.14779405,11
170,Chilwa,Malawi,Africa,SWBD,1,0,1088.14,417.56,3.57,2176.28,0.0,1,2.0,114.021,220.9,623,-1.0,8783.6,35.714583,-15.297917,35.694268,-15.27972248,3
171,Cahora Bassa Reservoir,Mozambique,Africa,SWBD,2,4505,2048.68,2176.09,13.56,63000.0,63000.0,2,30.8,2652.541,274.9,317,-1.0,1068237.0,32.704318,-15.586301,32.05874839,-15.70831075,6
172,Kariba Reservoir,Zambia,Africa,SWBD,2,4056,5276.89,3119.53,12.11,185000.0,185000.0,2,35.1,1315.381,1627.8,487,-1.0,679343.6,28.760417,-16.522917,27.60200644,-17.22389777,3
173,Ntwetwe Pan,Botswana,Africa,SWBD,1,0,2589.79,3373.49,18.7,1294.89,0.0,1,0.5,115.578,129.7,904,-1.0,600236.9,25.633917,-20.938467,25.39555862,-20.63535604,4
174,Sua Pan,Botswana,Africa,SWBD,1,0,2962.07,1035.67,5.37,5924.18,0.0,1,2.0,150.88,454.4,903,-1.0,644114.3,25.952083,-20.939583,25.9668982,-20.72527117,4
175,Eyre,Australia,Oceania,SWBD,1,0,8026.7,2799.8,8.82,24200.0,0.0,1,3.0,1242.078,225.5,-15,-1.0,736713.1,137.20625,-28.427083,137.0985423,-28.66054945,4
178,Gairdner,Australia,Oceania,SWBD,1,0,3373.98,1264.55,6.14,3377.04,0.0,1,1.0,2.365,16526.9,121,-1.0,15248.5,136.08125,-31.685417,136.0612463,-31.54384556,4
193,Teshekpuk,United States of America,North America,NHD,1,0,829.95,287.6,2.82,3734.79,0.0,1,4.5,39.49,1094.6,9,-1.0,17618.8,-152.902166,70.54812,-153.4045645,70.5886983,29
213,Eskimo Southern,Canada,North America,CanVec,1,0,843.49,930.4,9.04,17603.94,0.0,1,20.9,15.701,12976.8,6,-1.0,5383.3,-132.466129,69.204614,-133.1667161,68.98411253,27
219,Sitidgi,Canada,North America,CanVec,1,0,289.13,100.23,1.66,4307.87,0.0,3,14.9,4.061,12277.7,24,2.14,1083.4,-132.84715,68.666939,-132.6913441,68.53594142,27
222,,Canada,North America,CanVec,1,0,115.22,138.23,3.63,1393.74,0.0,3,12.1,1.946,8289.4,246,2.21,534.5,-126.869792,67.553294,-127.0824564,67.54408311,19
224,Maunoir,Canada,North America,CanVec,1,0,335.79,164.17,2.53,8445.13,0.0,3,25.2,5.525,17691.3,249,3.26,1681.1,-124.678125,67.453221,-124.9907579,67.43648326,27
227,Aubry,Canada,North America,CanVec,1,0,376.12,271.23,3.95,9894.56,0.0,3,26.3,7.527,15214.6,244,3.31,2203.9,-126.235809,67.274573,-126.4107335,67.41952817,27
228,Colville,Canada,North America,CanVec,1,0,448.2,176.21,2.35,6512.58,0.0,3,14.5,8.989,8385.5,229,1.89,2635.4,-125.72769,67.238481,-125.9908324,67.18887703,27
229,,Canada,North America,CanVec,1,0,411.36,770.47,10.72,3688.43,0.0,3,9.0,595.756,71.7,9,1.27,95425.8,-95.325517,67.108417,-95.95103773,66.82055709,29
230,Bois,Canada,North America,CanVec,1,0,458.53,228.78,3.01,6526.67,0.0,3,14.2,6.002,12585.8,284,1.85,1416.1,-125.258076,67.041833,-125.2757091,66.8550821,27
235,Inland Lake,United States of America,North America,NHD,1,0,216.18,139.82,2.68,470.46,0.0,3,2.2,137.719,39.5,8,0.43,14834.9,-160.13121,66.522884,-159.8318055,66.47743377,27
240,Garry (Lower),Canada,North America,CanVec,1,0,361.45,681.83,10.12,5177.76,0.0,3,14.3,329.007,182.1,124,1.96,62157.3,-99.343677,65.964494,-99.84472055,65.87605003,29
243,,Canada,North America,CanVec,1,0,103.97,243.8,6.74,1973.01,0.0,3,19.0,367.118,62.2,142,3.35,67094.2,-98.634948,65.932058,-98.61746895,66.01202394,29
265,Tehek,Canada,North America,CanVec,1,0,450.06,1037.29,13.79,9250.45,0.0,3,20.6,9.765,10964.2,106,2.56,1781.8,-95.25627,65.04373,-95.96733507,64.92132594,29
269,Yamba,Canada,North America,CanVec,1,0,332.67,696.51,10.77,5568.63,0.0,3,16.7,14.699,4384.8,403,2.29,2690.0,-111.68018,64.839583,-111.3049537,64.96439539,19
273,Schultz,Canada,North America,CanVec,1,0,411.08,521.15,7.25,9335.12,0.0,3,22.7,925.188,116.8,59,2.85,156036.8,-97.020455,64.785764,-97.22275675,64.82255166,27
275,Birch,Canada,North America,CanVec,1,0,115.14,71.04,1.87,1085.62,0.0,3,9.4,25.421,494.3,152,1.78,15188.9,-121.485802,64.659971,-121.6246862,64.61904767,27
290,Aylmer,Canada,North America,CanVec,1,0,800.94,1089.95,10.86,15765.95,0.0,1,19.7,194.418,938.6,355,-1.0,40140.4,-107.936388,64.074333,-108.4466865,64.1448509,27
291,Keller,Canada,North America,CanVec,1,0,391.42,125.21,1.79,3127.48,0.0,3,8.0,6.082,5951.6,233,1.16,1579.0,-121.519014,64.055865,-121.5578018,63.95582873,27
293,Wharton,Canada,North America,CanVec,1,0,412.11,899.31,12.5,10890.38,0.0,3,26.4,345.629,364.7,117,3.25,62456.1,-99.491072,64.040472,-99.95964108,64.00477017,27
297,Mallery,Canada,North America,CanVec,1,0,460.6,368.47,4.84,6497.43,0.0,3,14.1,56.543,1330.0,121,1.83,7699.5,-98.096875,63.926088,-98.43702855,63.98284972,29
301,Faber,Canada,North America,CanVec,1,0,403.03,546.93,7.69,8866.4,0.0,3,22.0,5.994,17120.5,203,2.78,2436.9,-117.080208,63.824485,-117.334463,63.94759134,27
303,Tebesjuak,Canada,North America,CanVec,1,0,499.53,594.85,7.51,9937.57,0.0,1,19.9,39.752,2893.4,122,2.38,5735.6,-98.599846,63.795701,-98.85653652,63.76817426,29
308,,Canada,North America,CanVec,1,0,110.75,398.99,10.7,1256.49,0.0,3,11.3,12.149,1197.0,356,2.11,2620.7,-106.688542,63.659607,-106.8140263,63.5041184,27
311,Fletcher,Canada,North America,CanVec,1,0,162.29,372.48,8.25,1879.36,0.0,3,11.6,1.147,18964.1,388,1.97,514.8,-108.480208,63.490588,-108.7553612,63.60672955,27
320,,Canada,North America,CanVec,1,0,180.54,275.73,5.79,801.37,0.0,3,4.4,0.691,13422.7,260,0.83,451.3,-118.215625,63.185069,-118.3840672,63.08620426,27
331,Bulmer,Canada,North America,CanVec,1,0,111.63,81.86,2.19,610.95,0.0,3,5.5,3.269,2163.1,200,1.12,593.6,-120.644959,62.774165,-120.7712723,62.8060149,27
332,Kaminuriak,Canada,North America,CanVec,1,0,487.94,579.82,7.4,12573.21,0.0,3,25.8,82.242,1769.5,75,3.06,10673.0,-95.793156,62.770289,-95.79236904,62.93898733,29
334,White Fish,Canada,North America,CanVec,1,0,308.72,701.56,11.26,3569.51,0.0,3,11.6,7.096,5822.1,350,1.69,1496.8,-106.805208,62.524018,-106.8510097,62.67065634,27
335,Kamilukuak,Canada,North America,CanVec,1,0,660.74,739.97,8.12,13943.1,0.0,1,21.1,22.409,7201.5,247,-1.0,4483.1,-101.831273,62.5149,-101.7390966,62.28102103,27
337,Mary,Canada,North America,CanVec,1,0,163.64,201.74,4.45,3373.56,0.0,3,20.6,22.712,1719.2,294,3.24,4730.3,-103.411305,62.450704,-103.4905088,62.37759821,27
338,,Canada,North America,CanVec,1,0,144.02,501.38,11.79,1753.28,0.0,3,12.2,130.605,155.4,42,2.11,17744.8,-94.14375,62.381495,-94.52340002,62.37944339,27
340,Kaminak,Canada,North America,CanVec,1,0,523.17,1195.3,14.74,7682.2,0.0,1,14.7,24.377,3647.5,41,-1.0,3094.4,-94.822917,62.363137,-95.16798135,62.14551757,27
346,Angikuni,Canada,North America,CanVec,1,0,525.56,1167.26,14.36,8079.58,0.0,1,15.4,222.523,420.2,254,-1.0,38626.4,-99.594973,62.272159,-100.42527,62.27283613,27
347,,Canada,North America,CanVec,1,0,140.78,381.87,9.08,1140.9,0.0,3,8.1,6.097,2165.8,254,1.49,1119.4,-102.060436,62.214605,-102.3194513,62.29769643,27
349,,Canada,North America,CanVec,1,0,109.46,126.9,3.42,1735.82,0.0,3,15.9,2.213,9078.4,142,2.83,322.6,-97.494938,62.119693,-97.53181237,62.16179964,27
359,Nonacho,Canada,North America,CanVec,1,0,865.24,2186.07,20.96,13215.61,0.0,1,15.3,117.948,1296.8,312,-1.0,25598.7,-109.959376,61.666459,-108.9279353,61.82015066,27
360,,Canada,North America,CanVec,1,0,213.74,448.06,8.65,2745.56,0.0,3,12.8,9.279,3424.7,367,2.02,1989.9,-105.286135,61.61457,-105.5273527,61.54287578,27
377,,Canada,North America,CanVec,1,0,333.45,108.52,1.68,4899.89,0.0,3,14.7,28.713,1975.1,210,2.05,13560.8,-117.429871,60.937723,-117.6409526,60.93035868,27
381,,United States of America,North America,NHD,1,0,135.02,188.39,4.57,165.33,0.0,3,1.2,37.314,51.3,12,0.29,3994.4,-163.939472,60.860953,-163.7596041,60.930312,27
383,Wholdaia,Canada,North America,CanVec,1,0,579.88,1489.63,17.45,6213.22,0.0,1,10.7,32.722,2197.7,347,-1.0,5427.4,-103.868885,60.829424,-104.1946881,60.70830997,27
384,,Canada,North America,CanVec,1,0,188.61,578.19,11.88,1838.54,0.0,3,9.7,13.331,1596.2,347,1.63,2048.6,-104.477371,60.814987,-104.4477603,60.92131716,27
387,Tathlina,Canada,North America,CanVec,1,0,560.63,190.47,2.27,560.63,0.0,1,1.0,26.512,244.7,264,-1.0,11604.9,-117.518714,60.659599,-117.5291722,60.5421425,27
392,,Canada,North America,CanVec,1,0,144.87,414.38,9.71,1725.2,0.0,3,11.9,2.704,7384.4,345,2.07,430.4,-103.948958,60.463802,-104.1769825,60.42319101,27
409,Selwyn,Canada,North America,CanVec,1,0,564.14,1485.22,17.64,6649.81,0.0,1,11.8,35.078,2194.1,376,-1.0,5023.6,-104.165625,59.897076,-104.6895308,60.00297381,27
410,Scott,Canada,North America,CanVec,1,0,533.23,1925.32,23.52,5877.51,0.0,1,11.0,19.961,3408.0,430,-1.0,3888.3,-106.400931,59.863975,-106.0065855,60.02113526,27
414,Bistcho,Canada,North America,CanVec,1,0,411.04,259.8,3.61,4208.52,0.0,3,10.2,19.499,2498.1,554,1.42,4847.9,-119.180193,59.744076,-118.8049203,59.74097883,27
420,Nejanilini,Canada,North America,CanVec,1,0,290.94,588.52,9.73,2238.31,0.0,3,7.7,33.091,782.9,267,1.2,4358.0,-97.773503,59.495211,-97.67480541,59.60801611,27
423,Payne,Canada,North America,CanVec,1,0,487.93,949.51,12.13,7497.88,0.0,3,15.4,119.108,728.6,134,1.95,8264.2,-73.148768,59.221747,-73.75339633,59.41778844,27
428,Riou,Canada,North America,CanVec,1,0,163.16,254.64,5.62,1150.03,0.0,3,7.0,5.669,2348.0,237,1.27,1834.6,-106.650784,59.096666,-106.2802502,59.1218918,27
430,Nonvianuk Lake,United States of America,North America,NHD,1,0,131.69,93.25,2.29,3250.25,0.0,3,24.7,21.228,1772.1,189,3.99,946.6,-155.584026,59.007725,-155.4143923,59.00015566,27
433,Davy,Canada,North America,CanVec,1,0,111.07,189.08,5.06,558.15,0.0,3,5.0,47.363,136.4,341,1.04,8666.9,-108.190857,58.938038,-108.3080358,58.85856136,27
441,,Canada,North America,CanVec,1,0,145.6,140.36,3.28,264.67,0.0,3,1.8,46.948,65.2,207,0.4,21962.4,-111.385402,58.641007,-111.4595033,58.61857754,27
452,Minto,Canada,North America,CanVec,1,0,774.91,2237.77,22.68,10923.83,0.0,1,14.1,148.961,848.8,180,-1.0,9996.5,-73.477083,57.677083,-74.70086712,57.37047028,27
453,Upper Ugashik Lake,United States of America,North America,NHD,1,0,212.15,87.8,1.7,4875.74,0.0,3,23.0,13.303,4242.1,3,3.36,1292.1,-156.788305,57.565605,-156.7132602,57.67473277,27
454,Lower Ugashik Lake,United States of America,North America,NHD,1,0,186.14,92.86,1.92,2487.8,0.0,3,13.4,19.638,1466.2,3,2.16,1958.7,-156.996875,57.560417,-156.8782146,57.49697686,27
462,Notigi Reservoir,Canada,North America,Other,1,0,693.35,2535.26,27.16,4463.0,0.0,1,6.4,16.704,3092.4,256,-1.0,6025.5,-99.049423,56.668189,-99.53230908,56.23903474,27
465,,Canada,North America,CanVec,1,0,132.84,266.77,6.53,3627.8,0.0,3,27.3,77.773,539.9,173,4.35,5939.2,-68.375715,56.626134,-68.20673085,56.66235795,27
